Entry,Study,ExptA,Expt,Ref,Source,TDBU,FTG,Ygen,Yqual,Yunits,Ydesc,Consumer,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,LnSPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,Coll,Comment1,AddTrt1,AddTrt2,AddTrt3,ExpVar,NatVar,Comp.,Tr1,Tr2,Tr1Type,Tr2Type,CO2,fert,Nfert,Pfert,Ofert,Temp,Water,Light,Other,Nfertlevel,Pfertlevel,TdeloC,W%control,Light%control,Comment2,NEmono,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N18,N19,N20,N22,N23,N24,N31,N32,N36,N43,N60,N72,Emono,YEmono,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y18,Y19,Y20,Y22,Y23,Y24,Y31,Y32,Y36,Y43,Y60,Y72,SDEmono,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD18,SD19,SD20,SD22,SD23,SD24,SD31,SD32,SD36,SD43,SD60,SD72,NSmax,YSmax,SDSmax,LRR1,VLRR1,CILRR1,SigLRR1,LRR2,VLRR2,CILRR2,SigLRR2,lina,linb,linrsq,linaic,mma,mmb,mmrsq,mmaic,powa,powb,powrsq,powaic,loga,logb,logrsq,logaic,expa,expb,exprsq,expaic,bestr2,bestaic,"Mclaim: What mechanism(s) do the authors claim underlie diversity effects in their study?  C = Complementarity, F = Facilitation, I = Interference competition, ID = Species identity or composition, IN = Reduced intraspecific competition in polycultures, IP = Intraguild predation, N = Non-linear functional responses, NE = No diversity effect, R = Resource or other form of niche partitioning, S = Sampling effect, Se = Selection effect.",Mtest,Prich,Pcomp,SStot,SSrich,SScomp,PerSSrich,PerSScomp,SScomp2rich,RYT,SDRYT,DT,SDDT,Dmax,SDDmax,Dmean,SDDmean,CE,SDCE,SE,SDSE,SE2CE,DE,SDDE,TDC,SDTDC,TIC,SDTIC,rMiYoi,rMiRYi,Flag1,Flag2,Comment3
864,123,324,324,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,2 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,27,.,12,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cladophora,0.0188,0.0557,.,0.0995,.,.,0.0318,0.0424,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0095,0.0332,.,0.1606,.,.,0.0329,0.0673,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.042,0.067,-0.273,0.643,1.571,N,0.814,0.694,1.633,N,1.4759,-0.105,29.3759,9.7867,0.9657,-0.1449,2.1012,11.093,0.2402,-0.251,20.9756,9.4837,1.2925,-0.2176,13.0558,10.6183,0.3955,-0.108,37.4445,8.5489,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
865,123,325,325,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,4 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,28,.,11,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cladophora,0.0181,0.0644,.,0.0975,.,.,0.0456,0.0632,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0066,0.0346,.,0.0527,.,.,0.0176,0.0134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.063,0.013,-0.019,0.022,0.288,N,1.251,0.045,0.414,Y,1.2762,-0.053,18.8222,6.6581,1.0257,-0.0573,0.6761,7.4651,0.1467,-0.1109,9.9493,6.4565,1.1745,-0.1023,7.2555,7.1909,0.2323,-0.0517,20.8732,5.9392,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
866,123,326,326,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,8 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,28,.,11,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cladophora,0.0234,0.0654,.,0.0863,.,.,0.0607,0.0492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.011,0.029,.,0.026,.,.,0.0114,0.0078,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.049,0.008,-0.285,0.013,0.226,Y,0.746,0.062,0.488,Y,1.2247,-0.053,38.0874,2.7489,0.958,-0.0981,3.7437,4.5141,0.1248,-0.1206,21.2521,3.5506,1.1328,-0.1103,17.0885,3.9171,0.2144,-0.0554,43.2758,2.2384,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
867,123,327,327,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,12 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,28,.,12,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cladophora,0.0282,0.0628,.,0.078,.,.,0.0631,0.0579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0046,0.0262,.,0.0158,.,.,0.0127,0.0087,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.058,0.009,-0.081,0.012,0.214,N,0.719,0.012,0.218,Y,1.1366,-0.0223,19.7849,-0.5307,1.0411,-0.0019,0.0036,0.351,0.0763,-0.0343,5.7334,-0.5527,1.0836,-0.0344,4.902,0.1501,0.1253,-0.0213,21.3446,-1.2769,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
868,123,328,328,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,20 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,28,.,12,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mazzealla,0.0984,0.0674,.,0.0816,.,.,0.0852,0.0736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.045,0.0334,.,0.0305,.,.,0.0348,0.0197,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.074,0.02,0.088,0.027,0.32,N,-0.29,0.07,0.519,N,1.0578,0.0198,21.0336,-1.7755,1.237,0.214,52.3794,-3.7985,0.0361,0.0765,41.2646,-3.9178,1.0402,0.0842,39.3255,-2.8295,0.0516,0.0181,22.3615,-2.8017,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
869,123,329,329,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,30 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,28,.,12,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Porphyra,0.1,0.0632,.,0.0781,.,.,0.0672,0.0723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0076,0.0273,.,0.0214,.,.,0.0067,0.0074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.072,0.007,0.136,0.009,0.189,N,-0.324,0.004,0.125,Y,1.0708,0.0095,6.538,-2.3056,1.1737,0.1422,33.0627,-3.6408,0.0446,0.0477,21.2528,-3.8606,1.0506,0.0501,18.8386,-2.8701,0.0619,0.0095,8.1401,-3.2445,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
870,123,330,330,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,40 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,28,.,12,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Porphyra,0.1025,0.0646,.,0.0757,.,.,0.0589,0.0678,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0059,0.0246,.,0.016,.,.,0.0084,0.008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.068,0.008,0.048,0.009,0.183,N,-0.413,0.004,0.129,Y,1.0772,-0.0102,6.7256,-1.822,1.0379,0.0099,0.1499,-1.5495,0.0472,-0.0151,1.6251,-1.9204,1.0509,-0.0143,1.3553,-1.5981,0.0714,-0.01,6.8834,-2.1402,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
871,123,331,331,"Bracken et al, PNAS 2008",Data From Author,TD,1,RD,I,L NH4+ h-1 g-1,Algal nitrogren uptake rate (NH4+),"Plantae (Porphyra, Mazzaella, Endocladia, Corallina, Mastocarpus, Prionitis, Cladophora)",Inorganic nutrients (N),A,4,1,3,2,S,"Bodega Marine Laboratory, University of California at Davis, P.O. Box 247, Bodega Bay, California 94923 USA",38.32,-123.07,0,.,4,7,7,.,0.4,3.5,0.1143,-2.1691,0.03125,365,0.0001,-9.3656,N,Y,0,N,KM,.,60 umol/liter,Random Extinction,.,,,,,,,,,,,,,,,,,,,,,,,4,28,.,10,.,.,8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cladophora,0.0225,0.0635,.,0.0832,.,.,0.0657,0.0598,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0027,0.0269,.,0.0135,.,.,0.0097,0.0056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.06,0.006,-0.06,0.009,0.182,N,0.975,0.006,0.148,Y,1.1632,-0.0215,13.0301,1.1842,1.0848,0.0297,0.6491,1.7166,0.0891,-0.0232,1.9995,0.6802,1.1012,-0.0243,1.7286,1.6729,0.1443,-0.0196,13.7711,0.1683,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
873,125,333,333,"McKie et al, Oecological 2009",Data From Author,TD,4,RD,I,mg-1 day-1 K-1,Leaf processing efficiency,"Animalia: Arthropoda: Insecta: Plecoptera (Taeniopteryx nebulosa, Protonemura meyeri, Nemurella pictetii)",Plantae (Alnus incana leaf litter),A,2,3,3,1,S,"Two streams, Oxb_cken and Vadb_cken",63.8,20.2,.,.,3,3,3,.,1.1,0.0003,4285.7143,8.363,42,263,0.1597,-1.8345,N,Y,1,N,KM,.,Unlimed,Ambient,.,,,,,,,,,,,,,,,,,,,,,,,7,22,22,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nemurella pictetii,0.0019,0.0022,0.0019,0.0021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0005,0.0007,0.0007,0.0008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.002,0.001,-0.03,0.021,0.287,N,0.113,0.028,0.327,N,0.9793,-0.0147,5.4462,-3.4391,0.8957,-0.092,25.4904,-4.1538,-0.0265,-0.0444,13.2992,-3.2934,0.9753,-0.0428,14.1456,-3.7286,-0.0231,-0.015,4.9014,-3.0161,,,CE,Y,0.015,0.001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
874,125,333,333,"McKie et al, Oecological 2009",Data From Author,TD,4,RD,I,mg-1 day-1 K-1,Leaf processing efficiency,"Animalia: Arthropoda: Insecta: Plecoptera (Taeniopteryx nebulosa, Protonemura meyeri, Nemurella pictetii)",Plantae (Alnus incana leaf litter),A,2,3,3,1,S,"Two streams, Oxb_cken and Vadb_cken",63.8,20.2,.,.,3,3,3,.,1.1,0.0003,4285.7143,8.363,42,263,0.1597,-1.8345,N,Y,1,N,KM,.,Unlimed,Nutrient Enriched,.,,,,,,,,,,,,,,,,,,,,,,,8,23,22,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Taeniopteryx nebulosa,0.0029,0.0023,0.0023,0.0024,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0009,0.0008,0.0007,0.0004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0.002,0,0.02,0.008,0.178,N,-0.182,0.015,0.242,N,0.9731,0.0101,10.7904,-7.9371,0.9963,0.0049,0.2948,-7.6034,-0.0129,0.0099,3.1055,-7.6183,0.9873,0.0102,3.3711,-7.6974,-0.027,0.01,10.3293,-7.8507,,,CE,Y,0.71,0.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
875,125,333,333,"McKie et al, Oecological 2009",Data From Author,TD,4,RD,I,mg-1 day-1 K-1,Leaf processing efficiency,"Animalia: Arthropoda: Insecta: Plecoptera (Taeniopteryx nebulosa, Protonemura meyeri, Nemurella pictetii)",Plantae (Alnus incana leaf litter),A,2,3,3,1,S,"Two streams, Oxb_cken and Vadb_cken",63.8,20.2,.,.,3,3,3,.,1.1,0.0003,4285.7143,8.363,42,263,0.1597,-1.8345,N,Y,1,N,KM,.,Limed,Ambient,.,,,,,,,,,,,,,,,,,,,,,,,7,22,21,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nemurella pictetii,0.0018,0.0032,0.0025,0.0025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0007,0.0016,0.001,0.0009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0.003,0.001,-0.245,0.03,0.339,N,0.356,0.042,0.401,N,1.0706,-0.1089,73.0032,-2.9938,0.6768,-0.32,95.4248,-8.319,-0.0236,-0.2387,84.8782,-3.9998,0.9793,-0.2115,85.0987,-4.7766,0.0794,-0.1228,72.7288,-2.2307,,,CE,Y,0.17,0.013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
876,125,333,333,"McKie et al, Oecological 2009",Data From Author,TD,4,RD,I,mg-1 day-1 K-1,Leaf processing efficiency,"Animalia: Arthropoda: Insecta: Plecoptera (Taeniopteryx nebulosa, Protonemura meyeri, Nemurella pictetii)",Plantae (Alnus incana leaf litter),A,2,3,3,1,S,"Two streams, Oxb_cken and Vadb_cken",63.8,20.2,.,.,3,3,3,.,1.1,0.0003,4285.7143,8.363,42,263,0.1597,-1.8345,N,Y,1,N,KM,.,Limed,Nutrient Enriched,.,,,,,,,,,,,,,,,,,,,,,,,6,20,21,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Protonemura meyeri,0.0015,0.0026,0.002,0.002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0008,0.0015,0.0012,0.0014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.002,0.001,-0.271,0.08,0.554,N,0.284,0.112,0.655,N,1.0878,-0.1187,83.1384,-4.2786,0.6695,-0.3292,99.1825,-13.3584,-0.016,-0.2569,93.423,-6.3451,0.9852,-0.2256,92.7255,-6.8006,0.1015,-0.1354,84.1547,-3.7072,,,CE,Y,0.99,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
883,127,336,336,"Jiang, Ecology 2007","F1E, F1F",TD,4,RD,T,proportional change,Original units: g seed .01 L-1,"Bacteria (Bacillus pumilus, Bacillus cereus, Serratia marcescens, Frigoribacterium)",Plantae (wheat seed),A,1,1,3,1,S,"School of Biology, Georgia Institute of Technology, 310 Ferst Drive, Atlanta, Georgia 30332 USA",33.77,-84.39,.,lat long of address of first author,4,4,4,.,0.01,0,304998262.5,19.5358,43,0.31,138.7097,4.9324,N,Y,1,N,KM,.,Control,.,.,,,,,,,,,,,,,,,,,,,,,,,3,12,18,12,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Serratia marcescens,0.154,0.153,0.138,0.154,0.125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0312,0.0485,0.0297,0.0242,0.0139,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.125,0.014,-0.202,0.012,0.219,N,-0.209,0.018,0.261,N,1.0425,-0.0445,40.6582,-5.1506,0.8615,-0.1404,30.4193,-4.5139,0.0039,-0.0989,36.2704,-4.1282,1.002,-0.0889,35.2651,-4.8026,0.0495,-0.0497,42.2299,-4.5209,,,SE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
884,127,337,337,"Jiang, Ecology 2007","F1E, F1F",TD,4,RD,T,proportional change,Original units: g seed .01 L-1,"Bacteria (Bacillus pumilus, Bacillus cereus, Serratia marcescens, Frigoribacterium)",Plantae (wheat seed),A,1,1,3,1,S,"School of Biology, Georgia Institute of Technology, 310 Ferst Drive, Atlanta, Georgia 30332 USA",33.77,-84.39,.,lat long of address of first author,4,4,4,.,0.01,0,304998262.5,19.5358,43,0.31,138.7097,4.9324,N,Y,1,Y,KM,.,Predator Added,.,.,,,,,,,,,,,,,,,,,,,,,,,3,12,18,12,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Frigoribacterium,0.156,0.222,0.229,0.238,0.149,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0277,0.0831,0.0976,0.1109,0.0225,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.149,0.023,-0.399,0.019,0.272,Y,-0.046,0.018,0.264,N,1.1802,-0.0946,44.0133,0.3401,0.8523,-0.1802,14.5145,2.033,0.0852,-0.201,30.723,2.5459,1.0726,-0.1622,28.0649,1.3427,0.2149,-0.1157,46.9903,1.4753,,,SE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
898,130,340,340,"Finke & Snyder, Science 2008",Data From Author,TD,3,RD,C,proportional change,Original units: number m-2,"Animalia: Arthropoda: Insecta: Hymenoptera: Braconidae (Aphidius matricariae, Aphidius colemani, Diaeretiella rapae)","Animalia: Arthropoda: Insecta: Hemiptera: Aphididae (Myzus persicae, Brevicoryne brassicae, Lipaphis erysimi)",T,11,3,1,2,S,"Washington State University Research Station in Othello, WA.",46.82,-119.17,.,.,2,3,3,4,.,0.0003,13636.3636,9.5205,12,13,0.9231,-0.08,Y,N,3,N,KM,.,Generalist,.,.,,,,,,,,,,,,,,,,,,,,,,,2,6,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A. mat,0.6398,0.4011,.,0.5692,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8819,0.7835,.,0.7199,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.569,0.72,0.35,0.903,1.862,N,-0.117,1.217,2.162,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
899,130,340,340,"Finke & Snyder, Science 2008",Data From Author,TD,3,RD,C,proportional change,Original units: number m-2,"Animalia: Arthropoda: Insecta: Hymenoptera: Braconidae (Aphidius matricariae, Aphidius colemani, Diaeretiella rapae)","Animalia: Arthropoda: Insecta: Hemiptera: Aphididae (Myzus persicae, Brevicoryne brassicae, Lipaphis erysimi)",T,11,3,1,2,S,"Washington State University Research Station in Othello, WA.",46.82,-119.17,.,.,2,3,3,4,.,0.0003,13636.3636,9.5205,18,13,1.3846,0.3254,Y,N,3,N,KM,.,Generalist,.,.,,,,,,,,,,,,,,,,,,,,,,,2,6,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A. mat,0.4874,0.1436,.,0.5062,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.1485,1.2139,.,0.8356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.506,0.836,1.26,12.371,6.894,N,0.038,3.23,3.523,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
900,130,340,340,"Finke & Snyder, Science 2008",Data From Author,TD,3,RD,C,proportional change,Original units: number m-2,"Animalia: Arthropoda: Insecta: Hymenoptera: Braconidae (Aphidius matricariae, Aphidius colemani, Diaeretiella rapae)","Animalia: Arthropoda: Insecta: Hemiptera: Aphididae (Myzus persicae, Brevicoryne brassicae, Lipaphis erysimi)",T,11,3,1,2,S,"Washington State University Research Station in Othello, WA.",46.82,-119.17,.,.,2,3,3,4,.,0.0003,13636.3636,9.5205,26,13,2,0.6931,Y,Y,3,N,KM,.,Generalist,.,.,,,,,,,,,,,,,,,,,,,,,,,2,4,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A. mat,0.1649,0.1092,.,0.6537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.5942,1.5914,.,1.5332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.654,1.533,1.789,53.975,14.4,N,1.377,47.668,13.532,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
902,132,342,342,"Griffin et al, Ecology 2008","Appendix D, Data From Author",TD,3,RD,I,g day-1,Predator consumption rate,"Animalia: Arthropoda: Malacostraca: Decapoda (Carcinus maenas, Necora puber, Cancer pagurus)","Animalia: Mollusca (Mytilus edulis, Littorina littorea, Gibbula umbilicalis, Patella ulyssiponensis)",A,4,3,2,2,S,"Marine Biological Association Laboratory in Plymouth, United Kingdom.",50.37,-4.13,.,.,2,3,3,0.24,48,52,0.0046,-5.3784,5,1277,0.0039,-5.5428,N,Y,5,N,KM,.,Low Density,.,.,,,,,,,,,,,,,,,,,,,,,,,6,18,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Necora puber,0.168,0.165,.,0.249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.1298,0.3283,.,0.1739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.249,0.174,0.412,0.301,1.076,N,0.393,0.181,0.833,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,"CE, RP",Y,0.16,0.99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
