Mno,Entry,Study,Expt,Ref,Source,TDBU,FTG,TG,Ygen,Yqual,Yunits,Ydesc,Consumer,Taxon,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,AddTrt1,AddTrt2,AddTrt3,Treatment,restrt,Monotes,YEmono,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
433,42,7,16,Bruno & O'Connor 2005,F1,TD,C,3,SSR,,number L-1,Herbivore abundance,Animalia (Arthropoda/Chordata ... Pinfish; crab; shrimp; blennie; killifish),,Animalia:Arthropoda:Malacostraca:Amphipoda,1,5,3,2,2,S,University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City; NC.,34.72,-76.72,,,3,5,5,,30,2.6,0,22,312.5,0.0704,-2.6536,N,Y,13,N,,,,control,control,,0.4433,3.5093,,1.52,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,43,7,16,Bruno & O'Connor 2005,F1,TD,C,3,RD,C,proportional change,Original units: number L-1,Animalia (Arthropoda/Chordata ... Pinfish; crab; shrimp; blennie; killifish),,Animalia:Arthropoda:Malacostraca:Amphipoda,1,5,3,2,2,S,University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City; NC.,34.72,-76.72,,,3,5,5,,30,2.6,0,22,312.5,0.0704,-2.6536,N,Y,13,N,,,,control,control,,0.9797,0.8395,,0.9305,,0.9319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,44,8,17,Bruno et al. 2005,F1; F4; T2,TD,P,1,SST,,g L-1,Algal wet mass,Macroalgae (Rhodophyta; Phaeophyta; Chlorophyta),macroalgae,,1,4,2,2,2,S,University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City; NC.,34.72,-76.72,,,2,7,7,,60,60,0,34,365,0.0932,-2.3735,N,Y,0,N,,,,control,control,,2.49,1.37,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,45,8,18,Bruno et al. 2005,F1; F4; T2,TD,P,1,SST,,g L-1,Algal wet mass,Macroalgae (Rhodophyta; Phaeophyta; Chlorophyta),macroalgae,,1,4,2,2,2,S,University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City; NC.,34.72,-76.72,,,4,9,9,,30,90,0,28,365,0.0767,-2.5677,N,Y,0,N,,,,control,control,,4.335,2.523,,2.682,,,3.1299,,,3.1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,46,8,19,Bruno et al. 2005,F1; F4; T2,TD,P,1,SST,,g L-1,Algal wet mass,Macroalgae (Rhodophyta; Phaeophyta; Chlorophyta),macroalgae,,1,4,2,2,2,S,University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City; NC.,34.72,-76.72,,,3,6,6,,30,36,0,17,365,0.0466,-3.0667,N,Y,0,N,,,,control,control,,1.8336,1.7868,,1.9788,,,1.9764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,47,8,20,Bruno et al. 2005,F2; F4; T2,TD,P,1,SST,,g L-1,Algal wet mass,Macroalgae (Rhodophyta; Phaeophyta; Chlorophyta),macroalgae,,1,4,2,2,2,S,University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City; NC.,34.72,-76.72,,,3,6,6,,0.045,42,0,21,365,0.0575,-2.8554,N,Y,0,N,,,,control,control,,1894.6667,1339.3333,,1274,,,1371.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,48,8,21,Bruno et al. 2005,F2; F4; T2,TD,P,1,SST,,g L-1,Algal wet mass,Macroalgae (Rhodophyta; Phaeophyta; Chlorophyta),macroalgae,,1,4,2,2,2,S,University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City; NC.,34.72,-76.72,,,2,4,4,,0.045,48,0,21,365,0.0575,-2.8554,N,Y,0,N,,,,control,control,,1522.1333,1174.4,,,1578.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,49,9,22,Byrnes et al 2006,F3; data from authors,TD,C,3,SSR,,number L-1,Herbivore abundance,Animalia (Arthropoda & Echinodermata ... Cancer productus; C. magister; Pycnopodia helianthoides),,Animalia (Arthropoda/Echinodermata/Mollusca ... Tegula brunnea; T. Funebralis; Strongylocentrotus purpuratus; S. franciscanus; Pugettia producta).,1,4,3,2,2,S,Bodega Marine Laboratory; University of California at Davis; P.O. Box 247; Bodega Bay; California 94923 USA,38.32,-123.07,0,,2,3,3,,400,231.1373,0,8,1703.3333,0.0047,-5.3609,N,Y,5,N,,,,control,control,,0.035,0.0193,,0.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,50,9,22,Byrnes et al 2006,F3; data from authors,TD,C,3,RD,T,proportional change,original units: number L-1,Animalia (Arthropoda & Echinodermata ... Cancer productus; C. magister; Pycnopodia helianthoides),,Animalia (Arthropoda/Echinodermata/Mollusca ... Tegula brunnea; T. Funebralis; Strongylocentrotus purpuratus; S. franciscanus; Pugettia producta).,1,4,3,2,2,S,Bodega Marine Laboratory; University of California at Davis; P.O. Box 247; Bodega Bay; California 94923 USA,38.32,-123.07,0,,2,3,3,,400,231.1373,0,8,1703.3333,0.0047,-5.3609,N,Y,5,N,,,,control,control,,0,0.4475,,0.4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,51,10,23,Callaway et al. 2003,F3; F4,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Saltmarsh vegetation),plant,Inorganic Inorganic nutrients (N),0,5,2,4,2,S,Tidal Linkage an excavated salt marsh plain within the Tijuana River National Estuarine Research Reserve; hereafter Tijuana Estuary.,32.56,-117.13,,,3,8,6,4,,43.875,0.0912,1005,638.75,1.5734,0.4532,N,Y,0,Y,,,,control,control,,577,298.06,,442.6808,,,498.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,52,10,23,Callaway et al. 2003,F3; F4,TD,P,1,SSR,,mg g-1,Soil nitrogen mass,Plantae (Saltmarsh vegetation),,Inorganic Inorganic nutrients (N),0,5,2,4,2,S,Tidal Linkage an excavated salt marsh plain within the Tijuana River National Estuarine Research Reserve; hereafter Tijuana Estuary.,32.56,-117.13,,,3,8,6,4,,43.875,0.0912,852,638.75,1.3339,0.2881,Y,N,0,Y,,,,control,control,,0.652,0.635,,0.63,,,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,53,10,23,Callaway et al. 2003,F3; F4,TD,P,1,SSR,,mg g-1,Soil nitrogen mass,Plantae (Saltmarsh vegetation),,Inorganic Inorganic nutrients (N),0,5,2,4,2,S,Tidal Linkage an excavated salt marsh plain within the Tijuana River National Estuarine Research Reserve; hereafter Tijuana Estuary.,32.56,-117.13,,,3,8,6,4,,43.875,0.0912,1005,638.75,1.5734,0.4532,Y,Y,0,Y,,,,control,control,,0.77,0.672,,0.759,,,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,54,10,23,Callaway et al. 2003,F2,TD,P,1,SST,,g m-2,Plant belowground dry mass,Plantae (Saltmarsh vegetation),plant,Inorganic Inorganic nutrients (N),0,5,2,4,2,S,Tidal Linkage an excavated salt marsh plain within the Tijuana River National Estuarine Research Reserve; hereafter Tijuana Estuary.,32.56,-117.13,,,3,8,6,4,,43.875,0.0912,1005,638.75,1.5734,0.4532,N,Y,0,Y,,,,control,control,,518,269,,436,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,55,11,24,Cardinale & Palmer 2002,data from authors,TD,D,4,SSR,,g L-1,Particulate biomass,Animalia:Arthropoda:Insecta:Trichoptera:Hydropsychidae,,Detritus (63_149 µm particulate organic matter),1,2,1,2,1,S,The University of Maryland; Department of Biology; College Park; Maryland 20742 USA,38.98,-76.94,,lat long of address of first author,3,3,3,,18,0.004,0,10,50,0.2,-1.6094,N,Y,0,N,Disturbance,,,control,control,,0.0068,0.007,0.0065,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,56,11,24,Cardinale & Palmer 2002,data from authors,TD,D,4,SSR,,g L-1,Particulate biomass,Animalia:Arthropoda:Insecta:Trichoptera:Hydropsychidae,,Detritus (63_149 µm particulate organic matter),1,2,1,2,1,S,The University of Maryland; Department of Biology; College Park; Maryland 20742 USA,38.98,-76.94,,lat long of address of first author,3,3,3,,18,0.004,0,10,50,0.2,-1.6094,N,Y,0,N,No disturbance,,,experimental,control,,0.0063,0.0068,0.0073,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,57,11,24,Cardinale & Palmer 2002,data from authors,TD,D,4,RD,I,min-1,Decomposition decay rate,Animalia:Arthropoda:Insecta:Trichoptera:Hydropsychidae,,Detritus (63_149 µm particulate organic matter),1,2,1,2,1,S,The University of Maryland; Department of Biology; College Park; Maryland 20742 USA,38.98,-76.94,,lat long of address of first author,3,3,3,,18,0.004,0,10,50,0.2,-1.6094,N,Y,0,N,Disturbance,,,control,control,,1.56,1.45,1.5516,1.8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,58,11,24,Cardinale & Palmer 2002,data from authors,TD,D,4,RD,I,min-1,Decomposition decay rate,Animalia:Arthropoda:Insecta:Trichoptera:Hydropsychidae,,Detritus (63_149 µm particulate organic matter),1,2,1,2,1,S,The University of Maryland; Department of Biology; College Park; Maryland 20742 USA,38.98,-76.94,,lat long of address of first author,3,3,3,,18,0.004,0,10,50,0.2,-1.6094,N,Y,0,N,No disturbance,,,experimental,control,,1.64,1.5737,1.6275,1.5354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,59,12,25,Cardinale et al. 2002,F1,TD,D,4,RD,I,mm3 experimental unit-1 15 m-1,Consumer feeding rate,Animalia:Arthropoda:Insecta:Trichoptera:Hydropsychidae,,Detritus (63_149 µm particulate organic matter),1,2,1,2,2,S,The University of Maryland; Department of Biology; College Park; Maryland 20742 USA,38.98,-76.94,,lat long of address of first author,2,3,3,,18,0.004,0,8,50,0.16,-1.8326,N,Y,0,N,,,,control,control,,6.06,3.9236,,7.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,60,13,26,Cardinale et al. 2003,data from authors,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta (Nabis sp.; Harmonia axyridis; Aphidius ervi),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum; Aphis craccivora) ,0,11,2,1,1,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.014,285.7143,31,23.778,1.3037,0.2652,N,Y,2,N,,,,control,control,,347.208,632.4533,,164.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,61,13,26,Cardinale et al. 2003,data from authors,TD,C,3,RD,C,proportional change,Original units: number m-2,Animalia:Arthropoda:Insecta (Nabis sp.; Harmonia axyridis; Aphidius ervi),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum; Aphis craccivora) ,0,11,2,1,1,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.014,285.7143,31,23.778,1.3037,0.2652,N,Y,2,N,,,,control,control,,0.6994,0.4523,,0.8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,62,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,1,28.667,0.0349,-3.3557,Y,N,1,N,,,,control,control,,329.423,248.4005,,364.9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,63,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,3,28.667,0.1046,-2.2571,Y,N,1,N,,,,control,control,,643.7707,313.5135,,621.5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,64,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,6,28.667,0.2093,-1.564,Y,N,1,N,,,,control,control,,908.9977,375.757,,732.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,65,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,11,28.667,0.3837,-0.9579,Y,N,1,N,,,,control,control,,936.6808,317.9018,,596.6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,66,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,14,28.667,0.4884,-0.7167,Y,N,1,N,,,,control,control,,1194.24,280.32,,545.1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,67,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,18,28.667,0.6279,-0.4654,Y,Y,1,N,,,,control,control,,1940.3867,451.44,,877.6574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,68,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,RD,C,number prey stem-1,,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,1,28.667,0.0349,-3.3557,Y,N,1,N,,,,control,control,,0.0591,0.2701,,-0.0334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,69,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,RD,C,number prey stem-1,,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,3,28.667,0.1046,-2.2571,Y,N,1,N,,,,control,control,,2.3052,3.1652,,2.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,70,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,RD,C,number prey stem-1,,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,6,28.667,0.2093,-1.564,Y,N,1,N,,,,control,control,,1.6811,3.0698,,2.1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,71,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,RD,C,number prey stem-1,,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,11,28.667,0.3837,-0.9579,Y,N,1,N,,,,control,control,,1.2055,2.8169,,2.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,72,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,RD,C,number prey stem-1,,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,14,28.667,0.4884,-0.7167,Y,N,1,N,,,,control,control,,1.72,4.105,,3.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,73,14,27,Cardinale et al.; J Anim Ecol 2006,F1,TD,C,3,RD,C,number prey stem-1,,Animalia:Arthropoda:Insecta:Coleopera (Harmonia axyridis; Coccinella septumpunctata; Coleomagilla maculata),,Animalia:Arthropoda:Insecta (Aphididae; Acyrthosiphon pisum) ,0,11,2,1,2,A,University of Wisconsinês Arlington Research Farm in south central Wisconsin,43.08,-89.43,,,2,3,3,4,,0.037,108.1081,18,28.667,0.6279,-0.4654,Y,Y,1,N,,,,control,control,,1.6663,5.5438,,4.4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,74,15,28,Carney & Matson 2005,T2,BU,O,4,SST,,nmol PLFA g-1 soil,Bacteria/Fungal abundance,Soil microbes,protists,Plantae (Tropical lowland rainforest leaf litter),0,9,2,4,3,,La Selva Biological Station; Costa Rica.,10.43,-84,50,,3,5,5,130,,,,80,0.5181,154.4103455,5.03961364,N,Y,,Y,,,,control,control,,,33.87,,47.61,,37.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,75,15,28,Carney & Matson 2005,T2,BU,O,4,RD,I,_g CO2-C g-1,Microbial respiration rate,Soil microbes,,Plantae (Tropical lowland rainforest leaf litter),0,9,2,4,3,,La Selva Biological Station; Costa Rica.,10.43,-84,50,,3,5,5,130,,,,80,,,.,N,Y,,Y,,,,control,control,,,1061,,1195,,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,76,16,29,Dang et al. 2005,data from authors,TD,D,4,SST,,mg L-1,Fungal biomass,Fungi (Hyphomycete),fungi,Plantae (Alnus glutinosa leaf litter),1,2,1,3,2,S,Laboratoire Dynamique de la Biodiversite; UMR 5172 CNRSUPS; 29; rue Jeanne Marvig; 31055 Toulouse Cedex; France,43.57,1.46,,lat long of address of first author,5,12,8,,0.05,,,28,10,2.8,1.029619417,N,Y,1,N,Low nutrients,,,control,control,,0.0389,25.6,27.7,,26.8,,25.3,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,77,16,29,Dang et al. 2005,F2,TD,D,4,RD,C,proportional change,Original units: g L-1,Fungi (Hyphomycete),,Plantae (Alnus glutinosa leaf litter),1,2,1,3,2,S,Laboratoire Dynamique de la Biodiversite; UMR 5172 CNRSUPS; 29; rue Jeanne Marvig; 31055 Toulouse Cedex; France,43.57,1.46,,lat long of address of first author,5,12,8,,0.05,,,28,,,,N,Y,1,N,Low nutrients,,,control,control,,0.446,0.302,0.353,,0.322,,0.348,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,78,16,30,Dang et al. 2005,F2,TD,D,4,SST,,mg L-1,Fungal biomass,Fungi (Hyphomycete),fungi,Plantae (Alnus glutinosa leaf litter),1,2,1,3,2,S,Laboratoire Dynamique de la Biodiversite; UMR 5172 CNRSUPS; 29; rue Jeanne Marvig; 31055 Toulouse Cedex; France,43.57,1.46,,lat long of address of first author,5,12,8,,0.05,,,28,10,2.8,1.029619417,N,Y,1,N,High nutrients,,,experimental,incr,,0.075,31.9,33.4,,31.7,,31.1,,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,79,16,30,Dang et al. 2005,F2,TD,D,4,RD,C,proportional change,Original units: g L-1,Fungi (Hyphomycete),,Plantae (Alnus glutinosa leaf litter),1,2,1,3,2,S,Laboratoire Dynamique de la Biodiversite; UMR 5172 CNRSUPS; 29; rue Jeanne Marvig; 31055 Toulouse Cedex; France,43.57,1.46,,lat long of address of first author,5,12,8,,0.05,,,28,,,,N,Y,1,N,High nutrients,,,experimental,incr,,0.3459,0.2879,0.3179,,0.3099,,0.3269,,0.3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,80,16,31,Dang et al. 2005,F2,TD,D,4,SST,,mg L-1,Fungal biomass,Fungi (Hyphomycete),fungi,Plantae (Quercus robur leaf litter),1,2,1,3,2,S,Laboratoire Dynamique de la Biodiversite; UMR 5172 CNRSUPS; 29; rue Jeanne Marvig; 31055 Toulouse Cedex; France,43.57,1.46,,lat long of address of first author,5,12,8,,0.05,,,28,10,2.8,1.029619417,N,Y,1,N,High nutrients,,,experimental,incr,,0.0496,25.4,35,,27.6,,25.6,,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,81,16,31,Dang et al. 2005,F2,TD,D,4,RD,C,proportional change,Original units: g L-1,Fungi (Hyphomycete),,Plantae (Quercus robur leaf litter),1,2,1,3,2,S,Laboratoire Dynamique de la Biodiversite; UMR 5172 CNRSUPS; 29; rue Jeanne Marvig; 31055 Toulouse Cedex; France,43.57,1.46,,lat long of address of first author,5,12,8,,0.05,,,28,,,,N,Y,1,N,High nutrients,,,experimental,incr,,0.046,0.24,0.27,,0.263,,0.272,,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,82,17,32,Dangles et al. 2002,F2; T2,TD,D,4,RD,T,proportional change,Original units: g L-1,Animalia:Arthropoda (Plecoptera; Trichoptera; Amphipoda),,Plantae (Fallopia japonica leaf litter),1,2,2,5,1,S,Laboratoire Ecotoxicit_; Biodiversit_; Sant_ Environnementale; Universit_ de Metz; Rue du G_n_ral D_lestraint; F-57070 Metz; France,49.13,6.23,,,3,3,3,,0.7,0.0004,0,14,250,0.056,-2.8824,N,Y,1,N,,,,control,control,,,0.0086,0.0093,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,83,18,33,DeDeyn et al. 2004,T1; data from authors,BU,P,1,SST,,number mm-2,Herbivore abundance,Animalia:Nematoda,soil invertebrates,Plantae (Roots of herbacious grassland plants),0,7,2,3,2,S,Department of Multitrophic Interactions; Centre for Terrestrial Ecology; Netherlands Institute of Ecology; PO Box 40; 6666 ZG; Heteren; the Netherlands,51.95,5.75,,lat long of address of first author,5,16,16,1,,,,840,7,120,4.787491743,,Y,20,Y,,,,control,control,,213974.359,149.8166667,153.9269231,,159.4012821,,,,141.5064103,,,,,,,,254.9461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
